,job_offer,link,company,redshift,sql,kpi,py,xp,R,business,insights,tableau,looker,qlik,pbi,ab,stakeholders,quant,oper,mgmt,location,Seniority
82,Bloomberg Intelligence - Equity Analyst - ESG,https://uk.linkedin.com/jobs/view/bloomberg-intelligence-equity-analyst-esg-at-bloomberg-lp-1704697782?refId=c37d34f5-1d43-499c-b9c8-46b9a359edbf&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Bloomberg LP,0,0,0,0,4,0,3,5,0,0,0,0,0,2,1,0,4,London,Not determined
83,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-bt-1910176968?refId=c37d34f5-1d43-499c-b9c8-46b9a359edbf&position=9&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,BT,0,1,0,0,5,0,5,0,1,0,1,0,0,2,0,0,1,London,Not determined
84,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-lloyds-1941713095?refId=c37d34f5-1d43-499c-b9c8-46b9a359edbf&position=10&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Lloyds,0,1,1,1,1,1,6,6,0,0,2,0,0,3,0,0,9,London,Not determined
85,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-butternut-box-1926591285?refId=c37d34f5-1d43-499c-b9c8-46b9a359edbf&position=11&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Butternut Box,0,4,0,0,5,0,2,0,1,1,0,0,0,1,0,1,1,London,Not determined
86,Junior Data Analyst,https://uk.linkedin.com/jobs/view/junior-data-analyst-at-knauf-energy-solutions-1894803797?refId=c37d34f5-1d43-499c-b9c8-46b9a359edbf&position=12&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Error scraping company,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,London,Junior Position
87,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-bonhams-1907743884?refId=c37d34f5-1d43-499c-b9c8-46b9a359edbf&position=13&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Bonhams,0,1,0,0,3,0,5,2,0,0,0,0,1,0,2,1,1,London,Not determined
88,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-fxc-intelligence-1897590665?refId=c37d34f5-1d43-499c-b9c8-46b9a359edbf&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,FXC Intelligence,0,1,0,1,5,0,0,0,1,0,0,0,0,1,0,1,0,London,Not determined
89,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-united-trust-bank-limited-1919612515?refId=c37d34f5-1d43-499c-b9c8-46b9a359edbf&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,United Trust Bank Limited,0,1,0,1,4,1,8,2,0,0,0,0,0,0,0,0,2,London,Not determined
90,Data Analytics Engineer,https://uk.linkedin.com/jobs/view/data-analytics-engineer-at-piccadilly-one-1930474694?refId=c37d34f5-1d43-499c-b9c8-46b9a359edbf&position=16&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Piccadilly One,0,4,0,0,5,0,3,0,0,0,0,0,0,0,0,1,1,London,Not determined
91,CRM Data Analyst,https://uk.linkedin.com/jobs/view/crm-data-analyst-at-aesop-1904399884?refId=c37d34f5-1d43-499c-b9c8-46b9a359edbf&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Aesop,0,1,0,1,5,1,5,2,1,0,0,0,0,2,0,0,1,London,Not determined
92,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-emr-specialist-in-marketing-recruitment-1945365258?refId=c37d34f5-1d43-499c-b9c8-46b9a359edbf&position=18&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,EMR | Specialist in Marketing Recruitment,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,London,Not determined
93,Data and Insights Analyst,https://uk.linkedin.com/jobs/view/data-and-insights-analyst-at-uswitch-com-1917310000?refId=c37d34f5-1d43-499c-b9c8-46b9a359edbf&position=19&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Uswitch.com,0,1,0,1,3,1,1,3,1,0,0,0,0,1,0,0,1,London,Not determined
94,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-wilmington-plc-1929322813?refId=c37d34f5-1d43-499c-b9c8-46b9a359edbf&position=20&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Wilmington plc,0,0,0,0,7,0,3,2,4,0,0,0,0,0,0,0,7,London,Not determined
95,Finance Data Analyst,https://uk.linkedin.com/jobs/view/finance-data-analyst-at-zego-1910379050?refId=c37d34f5-1d43-499c-b9c8-46b9a359edbf&position=21&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Zego,0,1,0,0,7,0,3,0,0,0,0,0,0,0,0,0,2,London,Not determined
96,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-the-economist-1884442403?refId=c37d34f5-1d43-499c-b9c8-46b9a359edbf&position=22&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,The Economist,0,4,0,0,4,0,5,1,0,0,1,0,0,1,0,0,2,London,Not determined
97,Data Analyst - Growth,https://uk.linkedin.com/jobs/view/data-analyst-growth-at-cleo-ai-1863221252?refId=c37d34f5-1d43-499c-b9c8-46b9a359edbf&position=23&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Cleo AI,0,1,0,1,3,0,7,5,1,1,0,0,1,1,1,0,0,London,Not determined
98,Insight Analyst,https://uk.linkedin.com/jobs/view/insight-analyst-at-bloom-wild-1938764959?refId=c37d34f5-1d43-499c-b9c8-46b9a359edbf&position=24&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Bloom & Wild,0,3,0,1,10,2,14,4,1,1,0,0,1,1,0,0,1,London,Not determined
99,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-worldpay-1912543462?refId=c37d34f5-1d43-499c-b9c8-46b9a359edbf&position=25&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Worldpay,0,2,0,2,7,0,3,0,0,0,0,0,0,1,0,0,1,London,Not determined
100,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-oviva-1914561273?refId=a986d3b9-671f-4986-b44f-7157e794201b&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Oviva,0,1,1,2,5,0,6,1,0,0,0,0,0,1,0,0,3,London,Not determined
101,Data Analyst - Maritime,https://uk.linkedin.com/jobs/view/data-analyst-maritime-at-informa-1909048346?refId=a986d3b9-671f-4986-b44f-7157e794201b&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Informa,0,1,0,1,4,1,1,0,0,0,0,0,0,0,0,0,2,London,Not determined
102,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-hero%C2%AE-1902429266?refId=a986d3b9-671f-4986-b44f-7157e794201b&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,HERO®,0,2,0,0,5,0,5,1,0,0,0,0,0,1,0,0,2,London,Not determined
103,Data Analyst - REMOTE,https://uk.linkedin.com/jobs/view/data-analyst-remote-at-ipresence-ca-1915197603?refId=a986d3b9-671f-4986-b44f-7157e794201b&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,iPresence.ca,0,3,0,0,1,1,4,3,0,0,0,0,2,0,1,0,3,London,Not determined
104,Junior Data Analyst,https://uk.linkedin.com/jobs/view/junior-data-analyst-at-iris-1909823452?refId=a986d3b9-671f-4986-b44f-7157e794201b&position=5&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Iris,0,1,0,1,7,1,4,2,1,0,1,0,0,0,0,0,0,London,Junior Position
105,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-wevee-1912731691?refId=a986d3b9-671f-4986-b44f-7157e794201b&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,WeVee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,London,Not determined
106,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-datahead-1910344960?refId=a986d3b9-671f-4986-b44f-7157e794201b&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,DATAHEAD,0,0,0,2,1,1,3,1,1,0,0,0,0,2,0,0,0,London,Not determined
107,Bloomberg Intelligence - Equity Analyst - ESG,https://uk.linkedin.com/jobs/view/bloomberg-intelligence-equity-analyst-esg-at-bloomberg-lp-1704697782?refId=a986d3b9-671f-4986-b44f-7157e794201b&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Bloomberg LP,0,0,0,0,4,0,3,5,0,0,0,0,0,2,1,0,4,London,Not determined
108,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-bt-1910176968?refId=a986d3b9-671f-4986-b44f-7157e794201b&position=9&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,BT,0,1,0,0,5,0,5,0,1,0,1,0,0,2,0,0,1,London,Not determined
109,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-lloyds-1941713095?refId=a986d3b9-671f-4986-b44f-7157e794201b&position=10&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Lloyds,0,1,1,1,1,1,6,6,0,0,2,0,0,3,0,0,9,London,Not determined
110,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-butternut-box-1926591285?refId=a986d3b9-671f-4986-b44f-7157e794201b&position=11&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Butternut Box,0,4,0,0,5,0,2,0,1,1,0,0,0,1,0,1,1,London,Not determined
111,Junior Data Analyst,https://uk.linkedin.com/jobs/view/junior-data-analyst-at-knauf-energy-solutions-1894803797?refId=a986d3b9-671f-4986-b44f-7157e794201b&position=12&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Error scraping company,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,London,Junior Position
112,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-bonhams-1907743884?refId=a986d3b9-671f-4986-b44f-7157e794201b&position=13&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Bonhams,0,1,0,0,3,0,5,2,0,0,0,0,1,0,2,1,1,London,Not determined
113,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-fxc-intelligence-1897590665?refId=a986d3b9-671f-4986-b44f-7157e794201b&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,FXC Intelligence,0,1,0,1,5,0,0,0,1,0,0,0,0,1,0,1,0,London,Not determined
114,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-united-trust-bank-limited-1919612515?refId=a986d3b9-671f-4986-b44f-7157e794201b&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,United Trust Bank Limited,0,1,0,1,4,1,8,2,0,0,0,0,0,0,0,0,2,London,Not determined
115,Data Analytics Engineer,https://uk.linkedin.com/jobs/view/data-analytics-engineer-at-piccadilly-one-1930474694?refId=a986d3b9-671f-4986-b44f-7157e794201b&position=16&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Piccadilly One,0,4,0,0,5,0,3,0,0,0,0,0,0,0,0,1,1,London,Not determined
116,CRM Data Analyst,https://uk.linkedin.com/jobs/view/crm-data-analyst-at-aesop-1904399884?refId=a986d3b9-671f-4986-b44f-7157e794201b&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Aesop,0,1,0,1,5,1,5,2,1,0,0,0,0,2,0,0,1,London,Not determined
117,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-emr-specialist-in-marketing-recruitment-1945365258?refId=a986d3b9-671f-4986-b44f-7157e794201b&position=18&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,EMR | Specialist in Marketing Recruitment,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,London,Not determined
118,Data and Insights Analyst,https://uk.linkedin.com/jobs/view/data-and-insights-analyst-at-uswitch-com-1917310000?refId=a986d3b9-671f-4986-b44f-7157e794201b&position=19&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Uswitch.com,0,1,0,1,3,1,1,3,1,0,0,0,0,1,0,0,1,London,Not determined
119,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-wilmington-plc-1929322813?refId=a986d3b9-671f-4986-b44f-7157e794201b&position=20&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Wilmington plc,0,0,0,0,7,0,3,2,4,0,0,0,0,0,0,0,7,London,Not determined
120,Finance Data Analyst,https://uk.linkedin.com/jobs/view/finance-data-analyst-at-zego-1910379050?refId=a986d3b9-671f-4986-b44f-7157e794201b&position=21&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Zego,0,1,0,0,7,0,3,0,0,0,0,0,0,0,0,0,2,London,Not determined
121,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-the-economist-1884442403?refId=a986d3b9-671f-4986-b44f-7157e794201b&position=22&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,The Economist,0,4,0,0,4,0,5,1,0,0,1,0,0,1,0,0,2,London,Not determined
122,Data Analyst - Growth,https://uk.linkedin.com/jobs/view/data-analyst-growth-at-cleo-ai-1863221252?refId=a986d3b9-671f-4986-b44f-7157e794201b&position=23&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Cleo AI,0,1,0,1,3,0,7,5,1,1,0,0,1,1,1,0,0,London,Not determined
123,Insight Analyst,https://uk.linkedin.com/jobs/view/insight-analyst-at-bloom-wild-1938764959?refId=a986d3b9-671f-4986-b44f-7157e794201b&position=24&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Bloom & Wild,0,3,0,1,10,2,14,4,1,1,0,0,1,1,0,0,1,London,Not determined
124,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-worldpay-1912543462?refId=a986d3b9-671f-4986-b44f-7157e794201b&position=25&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Worldpay,0,2,0,2,7,0,3,0,0,0,0,0,0,1,0,0,1,London,Not determined
125,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-oviva-1914561273?refId=78b05527-a40d-4574-91a5-7944a6177b6b&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Oviva,0,1,1,2,5,0,6,1,0,0,0,0,0,1,0,0,3,London,Not determined
126,Data Analyst - Maritime,https://uk.linkedin.com/jobs/view/data-analyst-maritime-at-informa-1909048346?refId=78b05527-a40d-4574-91a5-7944a6177b6b&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Informa,0,1,0,1,4,1,1,0,0,0,0,0,0,0,0,0,2,London,Not determined
127,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-hero%C2%AE-1902429266?refId=78b05527-a40d-4574-91a5-7944a6177b6b&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,HERO®,0,2,0,0,5,0,5,1,0,0,0,0,0,1,0,0,2,London,Not determined
128,Data Analyst - REMOTE,https://uk.linkedin.com/jobs/view/data-analyst-remote-at-ipresence-ca-1915197603?refId=78b05527-a40d-4574-91a5-7944a6177b6b&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,iPresence.ca,0,3,0,0,1,1,4,3,0,0,0,0,2,0,1,0,3,London,Not determined
129,Junior Data Analyst,https://uk.linkedin.com/jobs/view/junior-data-analyst-at-iris-1909823452?refId=78b05527-a40d-4574-91a5-7944a6177b6b&position=5&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Iris,0,1,0,1,7,1,4,2,1,0,1,0,0,0,0,0,0,London,Junior Position
130,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-wevee-1912731691?refId=78b05527-a40d-4574-91a5-7944a6177b6b&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,WeVee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,London,Not determined
131,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-datahead-1910344960?refId=78b05527-a40d-4574-91a5-7944a6177b6b&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,DATAHEAD,0,0,0,2,1,1,3,1,1,0,0,0,0,2,0,0,0,London,Not determined
132,Bloomberg Intelligence - Equity Analyst - ESG,https://uk.linkedin.com/jobs/view/bloomberg-intelligence-equity-analyst-esg-at-bloomberg-lp-1704697782?refId=78b05527-a40d-4574-91a5-7944a6177b6b&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Bloomberg LP,0,0,0,0,4,0,3,5,0,0,0,0,0,2,1,0,4,London,Not determined
133,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-bt-1910176968?refId=78b05527-a40d-4574-91a5-7944a6177b6b&position=9&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,BT,0,1,0,0,5,0,5,0,1,0,1,0,0,2,0,0,1,London,Not determined
134,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-lloyds-1941713095?refId=78b05527-a40d-4574-91a5-7944a6177b6b&position=10&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Lloyds,0,1,1,1,1,1,6,6,0,0,2,0,0,3,0,0,9,London,Not determined
135,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-butternut-box-1926591285?refId=78b05527-a40d-4574-91a5-7944a6177b6b&position=11&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Butternut Box,0,4,0,0,5,0,2,0,1,1,0,0,0,1,0,1,1,London,Not determined
136,Junior Data Analyst,https://uk.linkedin.com/jobs/view/junior-data-analyst-at-knauf-energy-solutions-1894803797?refId=78b05527-a40d-4574-91a5-7944a6177b6b&position=12&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Error scraping company,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,London,Junior Position
137,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-bonhams-1907743884?refId=78b05527-a40d-4574-91a5-7944a6177b6b&position=13&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Bonhams,0,1,0,0,3,0,5,2,0,0,0,0,1,0,2,1,1,London,Not determined
138,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-fxc-intelligence-1897590665?refId=78b05527-a40d-4574-91a5-7944a6177b6b&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,FXC Intelligence,0,1,0,1,5,0,0,0,1,0,0,0,0,1,0,1,0,London,Not determined
139,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-united-trust-bank-limited-1919612515?refId=78b05527-a40d-4574-91a5-7944a6177b6b&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,United Trust Bank Limited,0,1,0,1,4,1,8,2,0,0,0,0,0,0,0,0,2,London,Not determined
140,Data Analytics Engineer,https://uk.linkedin.com/jobs/view/data-analytics-engineer-at-piccadilly-one-1930474694?refId=78b05527-a40d-4574-91a5-7944a6177b6b&position=16&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Piccadilly One,0,4,0,0,5,0,3,0,0,0,0,0,0,0,0,1,1,London,Not determined
141,CRM Data Analyst,https://uk.linkedin.com/jobs/view/crm-data-analyst-at-aesop-1904399884?refId=78b05527-a40d-4574-91a5-7944a6177b6b&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Aesop,0,1,0,1,5,1,5,2,1,0,0,0,0,2,0,0,1,London,Not determined
142,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-emr-specialist-in-marketing-recruitment-1945365258?refId=78b05527-a40d-4574-91a5-7944a6177b6b&position=18&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,EMR | Specialist in Marketing Recruitment,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,London,Not determined
143,Data and Insights Analyst,https://uk.linkedin.com/jobs/view/data-and-insights-analyst-at-uswitch-com-1917310000?refId=78b05527-a40d-4574-91a5-7944a6177b6b&position=19&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Uswitch.com,0,1,0,1,3,1,1,3,1,0,0,0,0,1,0,0,1,London,Not determined
144,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-wilmington-plc-1929322813?refId=78b05527-a40d-4574-91a5-7944a6177b6b&position=20&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Wilmington plc,0,0,0,0,7,0,3,2,4,0,0,0,0,0,0,0,7,London,Not determined
145,Finance Data Analyst,https://uk.linkedin.com/jobs/view/finance-data-analyst-at-zego-1910379050?refId=78b05527-a40d-4574-91a5-7944a6177b6b&position=21&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Zego,0,1,0,0,7,0,3,0,0,0,0,0,0,0,0,0,2,London,Not determined
146,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-the-economist-1884442403?refId=78b05527-a40d-4574-91a5-7944a6177b6b&position=22&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,The Economist,0,4,0,0,4,0,5,1,0,0,1,0,0,1,0,0,2,London,Not determined
147,Data Analyst - Growth,https://uk.linkedin.com/jobs/view/data-analyst-growth-at-cleo-ai-1863221252?refId=78b05527-a40d-4574-91a5-7944a6177b6b&position=23&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Cleo AI,0,1,0,1,3,0,7,5,1,1,0,0,1,1,1,0,0,London,Not determined
148,Insight Analyst,https://uk.linkedin.com/jobs/view/insight-analyst-at-bloom-wild-1938764959?refId=78b05527-a40d-4574-91a5-7944a6177b6b&position=24&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Bloom & Wild,0,3,0,1,10,2,14,4,1,1,0,0,1,1,0,0,1,London,Not determined
149,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-worldpay-1912543462?refId=78b05527-a40d-4574-91a5-7944a6177b6b&position=25&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Worldpay,0,2,0,2,7,0,3,0,0,0,0,0,0,1,0,0,1,London,Not determined
150,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-oviva-1914561273?refId=864888de-5207-4868-8250-c54b60a5ddcb&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Oviva,0,1,1,2,5,0,6,1,0,0,0,0,0,1,0,0,3,London,Not determined
151,Data Analyst - Maritime,https://uk.linkedin.com/jobs/view/data-analyst-maritime-at-informa-1909048346?refId=864888de-5207-4868-8250-c54b60a5ddcb&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Informa,0,1,0,1,4,1,1,0,0,0,0,0,0,0,0,0,2,London,Not determined
152,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-hero%C2%AE-1902429266?refId=864888de-5207-4868-8250-c54b60a5ddcb&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,HERO®,0,2,0,0,5,0,5,1,0,0,0,0,0,1,0,0,2,London,Not determined
153,Data Analyst - REMOTE,https://uk.linkedin.com/jobs/view/data-analyst-remote-at-ipresence-ca-1915197603?refId=864888de-5207-4868-8250-c54b60a5ddcb&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,iPresence.ca,0,3,0,0,1,1,4,3,0,0,0,0,2,0,1,0,3,London,Not determined
154,Junior Data Analyst,https://uk.linkedin.com/jobs/view/junior-data-analyst-at-iris-1909823452?refId=864888de-5207-4868-8250-c54b60a5ddcb&position=5&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Iris,0,1,0,1,7,1,4,2,1,0,1,0,0,0,0,0,0,London,Junior Position
155,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-wevee-1912731691?refId=864888de-5207-4868-8250-c54b60a5ddcb&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,WeVee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,London,Not determined
156,Data Analyst,https://uk.linkedin.com/jobs/view/data-analyst-at-datahead-1910344960?refId=864888de-5207-4868-8250-c54b60a5ddcb&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,DATAHEAD,0,0,0,2,1,1,3,1,1,0,0,0,0,2,0,0,0,London,Not determined
